AVIVA COHEN,REDWOOD CITY,42,Anesth lens surgery,,14,no,3,
ANNIE Y. LAU,FAIRFIELD,36,Anesth lens surgery,,54,no,16,
MAGDALENA M. MINDEA,DALY CITY,,Anesth lens surgery,,164,no,13,
JEFFREY S. STUART,FREMONT,,Anesth lens surgery,,146,no,11,
DONALD J. LOARIE,SANTA ROSA,40,Anesth lens surgery,,61,no,12,
CHRISTOPHER J. VASIL,SAN JOSE,,Anesth lens surgery,,12,no,7,
PHILIP C. STILLMAN,MOUNTAIN VIEW,,Anesth lens surgery,,17,no,12,
CHARLES WANG,PALO ALTO,20,Anesth lens surgery,,12,no,3,
SCOTT RUDY,PALO ALTO,12,Anesth lens surgery,,21,no,6,
DANIEL WONG,MOUNTAIN VIEW,11,Anesth lens surgery,,21,no,13,
JOHN COOPER,PALO ALTO,31,Anesth lens surgery,,33,no,7,
VICKI L. COE,WOODSIDE,,Anesth lens surgery,,15,no,4,
PETER ALLEN,GREENBRAE,27,Anesth lens surgery,,46,no,10,
MICHELLE B. TORRES,SAN RAMON,,Anesth lens surgery,,26,no,10,
BRANDT A. FOREMAN,SAN JOSE,,Anesth lens surgery,,23,no,6,
CELIA L. CARPENTER,BURLINGAME,23,Anesth lens surgery,,50,no,11,
SAMIR DZANKIC,WALNUT CREEK,18,Anesth lens surgery,,69,no,11,
CHUNG-IH JOHN CHOU,PALO ALTO,17,Anesth lens surgery,,33,no,7,
KARL SORENSEN,MOUNTAIN VIEW,34,Anesth lens surgery,,28,no,6,
SIEW YEAN LAU,MOUNTAIN VIEW,,Anesth lens surgery,,15,no,12,
TOM C. YU,OAKLAND,20,Anesth lens surgery,,29,no,9,
VIVIAN T. KIM,DALY CITY,,Anesth lens surgery,,35,no,10,
KEVIN A. FUKUDA,BURLINGAME,21,Anesth lens surgery,,48,no,10,
ROBERT C. SINGLER,NAPA,38,Anesth lens surgery,,68,no,11,
LISA M. COLLINS,SAN PABLO,17,Anesth lens surgery,,261,no,15,
PAUL ECKINGER,PALO ALTO,,Anesth lens surgery,,16,no,4,
CHIA-BING CHANG,SAN JOSE,,Anesth lens surgery,,137,no,13,
TIMUR J. KARACA,OAKLAND,12,Anesth lens surgery,,22,no,7,
RICHARD HUNTER,PALO ALTO,38,Anesth lens surgery,,37,no,7,
LEWIS S. MARGOLIS,REDWOOD CITY,41,Anesth lens surgery,,26,no,7,
HELEN EVANS,PALO ALTO,21,Anesth lens surgery,,11,no,3,
RICHARD B. LINIGER,PALO ALTO,11,Anesth lens surgery,,21,no,5,
BLAKE A. VONDERHEIDE,WALNUT CREEK,,Anesth lens surgery,,13,no,6,
NALINI DESAI,GREENBRAE,27,Anesth lens surgery,,36,no,9,
ANTHONY M. LIN,SAN JOSE,,Anesth lens surgery,,11,no,5,
ALLISON K. DUFFY,SAN RAMON,9,Anesth lens surgery,,11,no,6,
ETHAN A. NICHOLLS,FREMONT,26,Anesth lens surgery,,32,no,7,
SIOBHAN HARRINGTON,MOUNTAIN VIEW,,Anesth lens surgery,,20,no,13,
HENRY KAMALI,SAN JOSE,,Anesth lens surgery,,26,no,7,
DANIEL Y. MOCHIZUKI,MOUNTAIN VIEW,,Anesth lens surgery,,13,no,11,
GREGORY KELLY,OAKLAND,,Anesth lens surgery,,32,no,7,
THOMAS GAFFEY,SAN RAFAEL,12,Anesth lens surgery,,235,no,14,
JOSEPH W. LEE,DALY CITY,28,Anesth lens surgery,,95,no,12,
DANIEL A. ROWEN,BURLINGAME,,Anesth lens surgery,,17,no,5,
ROBERT A. PIKE,WALNUT CREEK,37,Anesth lens surgery,,70,no,11,
ANN M. MALLAT,SAN JOSE,,Anesth lens surgery,,25,no,8,
CHRISTOPHER G. HATCH,GREENBRAE,17,Anesth lens surgery,,29,no,8,
BETTY LEE-HOANG,SAN FRANCISCO,16,Anesth lens surgery,,12,no,7,
JOHN W. BEARD,OAKLAND,,Anesth lens surgery,,20,no,8,
ROBERT M. DONATIELLO,SAN RAMON,15,Anesth lens surgery,,11,no,5,
JULIA ANKUNDING,SAN FRANCISCO,,Anesth lens surgery,,31,no,10,
JEFFREY P. KUHN,SANTA ROSA,29,Anesth lens surgery,,302,no,15,
MARC P. STEURER,SAN FRANCISCO,13,Anesth lens surgery,,14,no,2,
ROBERT C. VANDERGRAAF,VALLEJO,31,Anesth lens surgery,,32,no,9,
ALI HABIBI,PALO ALTO,20,Anesth lens surgery,,11,no,3,
SUDHA R. SAWKAR,VALLEJO,42,Anesth lens surgery,,50,no,10,
MARK E. KENTER,SAN JOSE,,Anesth lens surgery,,17,no,5,
PETER S. NOSE,SAN JOSE,26,Anesth lens surgery,,34,no,11,
AHMED M. SHALABI,SAN FRANCISCO,13,Anesth lens surgery,,22,no,4,
MEI-VEN C. LO,SAN JOSE,26,Anesth lens surgery,,102,no,14,
BRANDON T. GINIECZKI,SAN JOSE,16,Anesth lens surgery,,18,no,4,
JOSEPH A. CALLAHAN,FREMONT,,Anesth lens surgery,,53,no,10,
JAMES J. DURRETT,SAN FRANCISCO,37,Anesth lens surgery,,16,no,6,
EUNICE S. LEE,SAN FRANCISCO,10,Anesth lens surgery,,15,yes,-2,
DAVID K. BLACK,CASTRO VALLEY,26,Anesth lens surgery,,12,no,10,
CYNTHIA WELLER,REDWOOD CITY,11,Anesth lens surgery,,125,no,14,
THOMAS H. CROMWELL,SAN FRANCISCO,47,Anesth lens surgery,,32,no,9,
THOMAS GASTON,PALO ALTO,34,Anesth lens surgery,,17,no,4,
MARK A. SINGLETON,SAN JOSE,,Anesth lens surgery,,12,no,5,
GEORGE H. LAMPE,SAN JOSE,,Anesth lens surgery,,20,no,7,
BRENT SOMMER,SAN FRANCISCO,34,Anesth lens surgery,,12,no,8,
KIRKMAN D. BECKWITH,WALNUT CREEK,27,Anesth lens surgery,,76,no,11,
SCOTT ROBINSON,GREENBRAE,41,Anesth lens surgery,,12,no,4,
NOAH E. GORDON,SAN FRANCISCO,11,Anesth lens surgery,,12,no,5,
BHANUMATHI GURUSWAMI,BURLINGAME,26,Anesth lens surgery,,51,no,10,
MARK COPE,SANTA CLARA,8,Anesth lens surgery,,111,no,15,
KENJI BUTTERFIELD,SAN JOSE,9,Anesth lens surgery,,28,no,9,
TESSA B. COLLINS,OAKLAND,,Anesth lens surgery,,23,no,7,
JAMES P. HOWELL,SAN JOSE,,Anesth lens surgery,,20,no,5,
ROSHEN MORENO,VALLEJO,26,Anesth lens surgery,,69,no,11,
PAUL GILLBANKS,SAN LEANDRO,,Anesth lens surgery,,453,no,16,
RONALD T. STAFFORD,FAIRFIELD,45,Anesth lens surgery,,31,no,11,
STEVEN M. JOHNSON,SAN JOSE,28,Anesth lens surgery,,103,no,14,
STEVEN D. GOLDFIEN,SAN FRANCISCO,36,Anesth lens surgery,,34,no,9,
ANDREW E. SOLOMON,GREENBRAE,23,Anesth lens surgery,,31,no,8,
TZUHAO WU,MOUNTAIN VIEW,12,Anesth lens surgery,,12,no,11,
MIN W. LEE,GILROY,44,Anesth lens surgery,,11,no,5,
TIFFANY TOWNSEND,BURLINGAME,14,Anesth lens surgery,,31,no,8,
PAZ Q. BILKEY,SAN JOSE,46,Anesth lens surgery,,40,no,10,
MICHAEL D. MCGEHEE,SAN FRANCISCO,43,Anesth lens surgery,,15,no,6,
ROBERT B. MORRIS,NAPA,39,Anesth lens surgery,,47,no,10,
KAY M. ASTROTH,SAN RAFAEL,,Anesth lens surgery,,468,no,19,
JENNIFER L. MUELLER,SAN FRANCISCO,,Anesth lens surgery,,59,no,15,
ALEX L. GOODMAN,SAN FRANCISCO,24,Anesth lens surgery,,18,no,6,
BENJAMIN HU,BURLINGAME,21,Anesth lens surgery,,19,no,7,
DENNIS LIU,SAN JOSE,35,Anesth lens surgery,2995,24,no,-1,
MARGARET HARRINGTON,SAN RAFAEL,,Anesth lens surgery,,95,no,15,
VINCENT R. SANSONE,SONOMA,40,Anesth lens surgery,,226,no,18,
CHERYL R. CHEN,SAN JOSE,,Anesth lens surgery,,13,no,5,
DIANA REBMAN,GREENBRAE,31,Anesth lens surgery,,12,no,5,
CORAZON DEGUZMAN,FREMONT,58,Anesth lens surgery,,206,no,19,
FAIR H. WANG,CASTRO VALLEY,24,Anesth lens surgery,,13,no,6,
SHIRLEY LIU,REDWOOD CITY,14,Anesth lens surgery,,217,no,15,
EFREN P. BARIA,SAN FRANCISCO,13,Anesth lens surgery,,25,no,12,
SUSAN R. MALONEY,SAN FRANCISCO,22,Anesth lens surgery,,13,no,5,
CALVIN CHANG,SAN FRANCISCO,48,Anesth lens surgery,,31,no,8,
PETER T. SUN,SAN JOSE,42,Anesth lens surgery,,36,no,10,
ROBERT H. MEINTS,BURLINGAME,19,Anesth lens surgery,,60,no,10,
SYDNEY I. THOMSON,SAN JOSE,,Anesth lens surgery,,18,no,6,
PATRICIA A. DAILEY,BURLINGAME,36,Anesth lens surgery,,34,no,9,
JONATHAN PAK,SAN JOSE,14,Anesth lens surgery,,29,no,8,
EDWIN HOM,SAN FRANCISCO,41,Anesth lens surgery,,15,no,7,
YOLANDA Q. TAM,CASTRO VALLEY,11,Anesth lens surgery,,17,no,7,
MICHAEL R. HULTON,SAN FRANCISCO,44,Anesth lens surgery,,46,no,11,
JOHN GAINEY,WALNUT CREEK,13,Anesth lens surgery,,49,no,10,
JENS W. KROMBACH,SAN FRANCISCO,20,Anesth lens surgery,,14,no,2,
PHILIPPA NEWFIELD,SAN FRANCISCO,41,Anesth lens surgery,,13,no,5,
PATRICIA DECKER,NAPA,22,Anesth lens surgery,,52,no,11,
MING-JING WANG,SANTA CLARA,32,Anesth lens surgery,,24,no,8,
ERICA M. ROSEN,MOUNTAIN VIEW,,Anesth lens surgery,,15,no,12,
WILLIAM R. ROALFE,OAKLAND,,Anesth lens surgery,,514,no,17,
BRIAN D. HERSHEY,WALNUT CREEK,,Anesth lens surgery,,185,no,13,
HANH T. NGUYEN-CLARK,SAN JOSE,19,Anesth lens surgery,,17,no,7,
IK H. SUNG,PINOLE,11,Anesth lens surgery,,42,no,9,
LUCAS G. TAN,SAN JOSE,,Anesth lens surgery,,241,no,17,
ARASH ZEIGHAMI,GILROY,10,Anesth lens surgery,,13,no,5,
DANIEL D. TON,MOUNTAIN VIEW,,Anesth low intestine scope,,16,no,12,
SERMSIN S. KUNNAVATANA,SANTA ROSA,7,Anesth low intestine scope,,17,no,8,
WILSON E. CHENG,FREMONT,29,Anesth low intestine scope,,14,no,3,
JAMES H. GILL,SAN RAMON,,Anesth low intestine scope,,70,no,13,
ALFRED M. BLUM,CASTRO VALLEY,,Anesth low intestine scope,,45,no,11,
JONATHAN G. HSIAO,SAN RAMON,11,Anesth low intestine scope,,39,no,10,
EDWARD J. GREGOIRE,SANTA ROSA,13,Anesth low intestine scope,,25,no,8,
CHRISTOPHER J. HILTON,FORESTVILLE,,Anesth low intestine scope,,17,no,9,
DAVID R. MAHONEY,WALNUT CREEK,26,Anesth low intestine scope,,102,no,14,
FRANKLIN CHOW,SAN JOSE,,Anesth low intestine scope,,27,no,9,
DAVID K. WILLIAMS,PLEASANTON,16,Anesth low intestine scope,,45,no,9,
MARIKO B. FORD,PLEASANTON,11,Anesth low intestine scope,,31,no,5,
CHARLES G. DEMITZ,SANTA ROSA,,Anesth low intestine scope,,12,no,6,
MARTIN G. HALUM,MOUNTAIN VIEW,,Anesth low intestine scope,,18,no,9,
MICHAEL O. MANN,ANTIOCH,37,Anesth low intestine scope,,19,no,4,
KARYN KARP,SAN RAFAEL,,Anesth low intestine scope,,25,no,9,
CHRISTINE L. MELIN,SAN RAMON,15,Anesth low intestine scope,,175,no,13,
JEFFREY YEOH,HAYWARD,,Anesth low intestine scope,,51,no,10,
DWAIN A. SKINNER,OAKLAND,,Anesth low intestine scope,,16,no,10,
ROBERT G. LAVERNE,WALNUT CREEK,,Anesth low intestine scope,,19,no,9,
BRIDGET K. VEDDER,WALNUT CREEK,,Anesth low intestine scope,,79,no,12,
CHRISTOPHER C. FOX,MOUNTAIN VIEW,,Anesth low intestine scope,,13,no,11,
RODNEY D. CLARK,SAN JOSE,,Anesth low intestine scope,,11,no,5,
HARRISON CHOW,SAN JOSE,,Anesth low intestine scope,,11,no,5,
RODNEY L. BAKER,SAN JOSE,,Anesth low intestine scope,,34,no,11,
RICHARD JUNG,BURLINGAME,,Anesth low intestine scope,,554,no,11,
DEBORAH I. SCULLON,SAN FRANCISCO,,Anesth low intestine scope,,73,no,12,
DEBRA B. CELLAR,SAN JOSE,,Anesth low intestine scope,,19,no,8,
STEPHEN H. LO,PLEASANTON,18,Anesth low intestine scope,,17,no,7,
DAVID A. SHAPIRO,WALNUT CREEK,,Anesth low intestine scope,,84,no,12,
PAUL J. PABST,WALNUT CREEK,35,Anesth low intestine scope,,179,no,14,
MARK A. JAMIESON,SAN JOSE,,Anesth low intestine scope,,21,no,8,
MICHAEL J. NEVITT,VALLEJO,5,Anesth low intestine scope,,73,no,12,
GRACE C. CHANG,WALNUT CREEK,13,Anesth low intestine scope,,85,no,13,
JACOB E. BAYANI,HAYWARD,13,Anesth low intestine scope,,43,no,10,
SHAWN W. LUCAS,SAN JOSE,,Anesth low intestine scope,,16,no,8,
SUSAN M. NICKERSON,CORTE MADERA,6,Anesth low intestine scope,,139,no,14,
KENNETH C. WONG,WALNUT CREEK,13,Anesth low intestine scope,,96,no,12,
COOPER C. CHAO,WALNUT CREEK,34,Anesth low intestine scope,,65,no,11,
LAWRENCE L. YEE,MOUNTAIN VIEW,,Anesth low intestine scope,,13,no,11,
PETER E. SYBERT,SANTA ROSA,35,Anesth low intestine scope,,17,no,7,
THOMAS E. PHILBERT,WALNUT CREEK,29,Anesth low intestine scope,,29,no,9,
VINCENT A. CAMPITELLI,SAN FRANCISCO,13,Anesth low intestine scope,,11,no,5,
DANIEL M. SWANGARD,SAN FRANCISCO,21,Anesth low intestine scope,,18,no,7,
SAMUEL D. ANDERSON,SAN RAMON,12,Anesth low intestine scope,,74,no,13,
GREGORY S. GARBIN,SAN RAMON,27,Anesth lower arm surgery,,20,no,5,
JOANNE F. JACOBSON,SAN MATEO,,Anesth lower arm surgery,,21,no,9,
JOHN R. YOUNG,SANTA ROSA,41,Anesth lower arm surgery,,11,no,4,
ALLAN HORN,OAKLAND,,Anesth lower arm surgery,,19,no,6,
OSCAR FERNANDEZ,WALNUT CREEK,25,Anesth lower arm surgery,,13,no,7,
ROGER D. CORNWALL,WALNUT CREEK,,Anesth lower arm surgery,,13,no,3,
JOSPEH CUENCO,WALNUT CREEK,19,Anesth lower arm surgery,,18,no,8,
ALAN T. YANG,SAN FRANCISCO,15,Anesth lower arm surgery,,15,yes,-5,
KEVIN E. FRIDIE,SAN RAMON,,Anesth lower arm surgery,,22,no,6,
CLARENCE MIAO,MOUNTAIN VIEW,11,Anesth lower arm surgery,,11,no,3,
GREGORY S. MACDONELL,LOS GATOS,,Anesth lower arm surgery,,13,no,6,
DARIN D. BRUNSON,SANTA ROSA,22,Anesth lower arm surgery,,17,no,9,
WILLIAM MAYEDA,GREENBRAE,33,Anesth lower leg bone surg,,19,no,10,
JOHN URBANOWICZ,PALO ALTO,33,Anesth lower leg bone surg,,13,no,4,
SCOTT A. SEWELL,SANTA ROSA,21,Anesth lower leg bone surg,,11,no,5,
PAUL WENDER,SAN MATEO,,Anesth lower leg bone surg,,13,no,5,
VANCE J. DRISCOLL,MONTE SERENO,,Anesth lower leg bone surg,,15,no,5,
RICHARD J. O'LEARY,DALY CITY,22,Anesth lower leg bone surg,,11,no,5,
HAYWON LIEH,WALNUT CREEK,,Anesth lower leg bone surg,,15,no,7,
MICHAEL E. LIPSON,SONOMA,,Anesth lower leg bone surg,,17,no,8,
MARCANTONIO FERRARI,SAN JOSE,23,Anesth lower leg bone surg,,11,no,5,
HO- YIN A. LI,SAN LEANDRO,27,Anesth n block/inj prone,,30,no,9,
FAZEELA FEROUZ,SAN LEANDRO,,Anesth n block/inj prone,,12,no,9,
SUNIL K. ROHIRA,DALY CITY,27,Anesth n block/inj prone,,33,no,10,
YI C. CHIANG,DALY CITY,14,Anesth n block/inj prone,,193,no,14,
MEG M. OHARE,SAN RAMON,,Anesth n block/inj prone,,14,no,4,
MONTY M. DUNN,OAKLAND,,Anesth nerve block/inj,,24,no,8,
CURRIE LEE,PLEASANTON,8,Anesth perc img dx sp proc,,21,no,6,
MERTON B. GOODE,SAN PABLO,39,Anesth perc img tx sp proc,,94,no,16,
UZMA MALIK,SAN FRANCISCO,15,Anesth perc img tx sp proc,,34,no,10,
JENNIFER REODICA,DALY CITY,11,Anesth perc img tx sp proc,,15,no,6,
TONI SIMMONS,SANTA ROSA,13,Anesth procedure on mouth,,12,no,6,
FRANCISCO C. RICO,CASTRO VALLEY,,Anesth procedures on eye,,29,no,8,
GERSHON LEVINSON,SAN FRANCISCO,46,Anesth procedures on eye,,12,no,4,
TERESA C. FLORY,MOUNTAIN VIEW,,Anesth procedures on eye,,29,no,10,
YELENA R. YAKIRINA,SAN JOSE,31,Anesth procedures on eye,,13,no,4,
WILLIAM M. DOLAN,LOS ALTOS,,Anesth procedures on eye,,19,no,13,
IRWIN CHOW,SAN FRANCISCO,13,Anesth removal of prostate,,16,no,4,
BRIAN G. ASH,MOUNTAIN VIEW,,Anesth removal of prostate,,12,no,11,
CHARLES KIM,MOUNTAIN VIEW,8,Anesth removal of prostate,,17,no,12,
JAMES M. HURD,SANTA ROSA,28,Anesth repair of hernia,,13,no,6,
CURTIS A. CHONG,OAKLAND,25,Anesth skin ext/per/atrunk,,11,no,4,
ALAN R. BARGMAN,SAN FRANCISCO,39,Anesth skin ext/per/atrunk,,11,no,8,
BRUCE G. BAINTON,BURLINGAME,24,Anesth skin ext/per/atrunk,,11,no,6,
JOHN W. NIMTZ,SANTA ROSA,35,Anesth skin ext/per/atrunk,,17,no,8,
MATTHEW J. GARCED,DALY CITY,12,Anesth skin ext/per/atrunk,,13,no,7,
JASON B. LICHTENSTEIN,WALNUT CREEK,,Anesth skin ext/per/atrunk,,16,no,5,
MOHAMMED A. QADEER,GILROY,22,Anesth skin ext/per/atrunk,,12,no,4,
BRIAN T. MARSH,SANTA ROSA,23,Anesth skin ext/per/atrunk,,32,no,10,
PRESTON G. NEUMAYR,BURLINGAME,27,Anesth skin ext/per/atrunk,,13,no,6,
SCOTT A. JOHNSON,SAINT HELENA,19,Anesth skin ext/per/atrunk,,30,no,9,
JOSEPH BERMUDEZ,OAKLAND,32,Anesth skin ext/per/atrunk,,21,no,6,
JOE WONG,OAKLAND,19,Anesth skin ext/per/atrunk,,11,no,6,
SUSAN ADLER,BURLINGAME,30,Anesth skin ext/per/atrunk,,12,no,7,
MARGARET A. BANNERMAN,SAN FRANCISCO,34,Anesth skin ext/per/atrunk,,11,no,5,
FERDINAND O. CALINAWAN,VALLEJO,28,Anesth skin ext/per/atrunk,,11,no,6,
ANTHONY CHIU,GREENBRAE,22,Anesth spine cord surgery,,11,no,4,
CAROLINE K. HUGER,SAN FRANCISCO,11,Anesth spine cord surgery,,13,no,6,
MELISSA A. MATHIEU,SAN FRANCISCO,8,Anesth spine cord surgery,,14,no,3,
ELGIN HITTELL,WALNUT CREEK,30,Anesth spine cord surgery,,14,no,6,
KARL ZHENG,MOUNTAIN VIEW,9,Anesth spine cord surgery,,88,no,9,
JULIAN D. MEDINA,SAN FRANCISCO,9,Anesth spine cord surgery,,13,no,5,
ROBERT S. SPEARS,FREMONT,27,Anesth spine cord surgery,,11,no,4,
ROSANA THEMISTOCLES,SAN JOSE,,Anesth spine cord surgery,,24,no,13,
JOHN B. CELLAR,SAN JOSE,27,Anesth surg upper abdomen,,12,no,4,
NICHOLE HERBERT,SAN RAFAEL,23,Anesth surg upper abdomen,,12,no,6,
HANSEN H. LE,OAKLAND,14,Anesth surg upper abdomen,,11,no,7,
PAUL J. ELCAVAGE,SAN JOSE,26,Anesth surg upper abdomen,,11,no,6,
HAGOP V. KARPANIAN,MOUNTAIN VIEW,,Anesth surg upper abdomen,,18,no,12,
ANDREW MOON,OAKLAND,,Anesth surg upper abdomen,,13,no,6,
KONSTANTIN OVODOV,SAN FRANCISCO,24,Anesth surg upper abdomen,,18,no,6,
PURUSHOTHAM BHAGAVATH,ANTIOCH,36,Anesth surg upper abdomen,,16,no,3,
PAUL B. KENNEDY,SAN JOSE,,Anesth surg upper abdomen,,12,no,6,
JOSEPH F. BORAU,CAMPBELL,,Anesth surg upper abdomen,,16,no,6,
CATHERINE L. HAMILTON,DALY CITY,24,Anesth surg upper abdomen,,16,no,7,
JACQUELINE I. DECAYETTE,HAYWARD,29,Anesth surg upper abdomen,,12,no,7,
WILLIAM M. JENKINS,HAYWARD,33,Anesth surg upper abdomen,,12,no,7,
DAVID R. HOLTZCLAW,BURLINGAME,37,Anesth surg upper abdomen,,11,no,7,
DONALD L. ANDERSON,ANTIOCH,32,Anesth surg upper abdomen,,12,no,2,
FREDERICK O. HOLLEY,SAN JOSE,,Anesth surg upper abdomen,,12,no,7,
MICHAEL CHAMMOUT,GREENBRAE,27,Anesth surg upper abdomen,,13,no,8,
JOSEPH J. DOMINGUEZ,FAIRFIELD,26,Anesth surg upper abdomen,,12,no,6,
ALICE S. CHI,SAN JOSE,,Anesth surg upper abdomen,,13,no,4,
PHILLIP RIDDLE,VALLEJO,23,Anesth surg upper abdomen,,14,no,5,
TADASHI NITASAKA,GLEN ELLEN,,Anesth surg upper abdomen,,12,no,5,
DANIEL G. HUBER,SAINT HELENA,23,Anesth surg upper abdomen,,18,no,4,
KEN YEW,MOUNTAIN VIEW,,Anesth surg upper abdomen,,11,no,11,
DWIGHT WININGER,SAN RAFAEL,32,Anesth surg upper abdomen,,21,no,7,
JEFFREY M. SHAPIRO,REDWOOD CITY,34,Anesth surgery of femur,,11,no,7,
MATTHEW F. WHITE,DALY CITY,25,Anesth surgery of femur,,11,no,8,
CHRISTOPHER A. VIALE,SANTA CLARA,,Anesth surgery of shoulder,,36,no,8,
THOMAS W. DURICK,OAKLAND,,Anesth surgery of shoulder,,12,no,7,
LEOPOLDO MONTEJO,PLEASANTON,,Anesth surgery of shoulder,,16,no,7,
SUSAN SATTERFIELD,FREMONT,,Anesth surgery of shoulder,,12,no,6,
JON B. FRANKS,DALY CITY,24,Anesth surgery of shoulder,,13,no,9,
KAREN M. SCHMIDT,SANTA ROSA,29,Anesth surgery of shoulder,,12,no,6,
ERIC M. HODES,SANTA ROSA,28,Anesth surgery of shoulder,,52,no,13,
STEPHEN K. CHU,DALY CITY,12,Anesth surgery of shoulder,,14,no,8,
TONI CARLTON,ANTIOCH,,Anesth upper gi visualize,,11,no,2,
PAUL P. ULRICH,GREENBRAE,28,Anesth upper gi visualize,,53,no,12,
SALLY V. KRUEGER,SAN FRANCISCO,31,Anesth upper gi visualize,,15,no,6,
JOSHUA D. MEEZAN,WALNUT CREEK,13,Anesth upper gi visualize,,23,no,9,
THEODORE J. MCKEAN,SANTA ROSA,21,Anesth upper gi visualize,,11,no,4,
CRYSTAL D. TERRY,ALAMEDA,,Anesth upper gi visualize,,13,no,6,
KATHLEEN L. NEWCOMB,SAN RAMON,,Anesth upper gi visualize,,47,no,11,
YUN SOK CHOI,WALNUT CREEK,23,Anesth upper gi visualize,,15,no,6,
WILLIAM W. NELSON,SAN PABLO,34,Anesth upper gi visualize,,12,no,6,
NANCY L. WELLING,WALNUT CREEK,10,Anesth upper gi visualize,,20,no,5,
YEH-KUANG TSAI,SANTA ROSA,13,Anesth upper gi visualize,,69,no,11,
EILEEN M. O'NEILL,WALNUT CREEK,,Anesth upper gi visualize,,72,no,13,
ANUBHAV SINHA,GILROY,10,Anesth upper gi visualize,,14,no,9,
URMILA KAMDAR,PLEASANTON,,Anesth upper gi visualize,,111,no,13,
IVAN D. ZEITZ,SAN FRANCISCO,14,Anesth upper gi visualize,,58,no,10,
KENNETH M. PITERS,SANTA ROSA,41,Anesth upper gi visualize,,147,no,15,
PHILIP L. WILKINSON,SANTA ROSA,50,Anesth upper gi visualize,,12,no,11,
MARK PANDAPAS,MOUNTAIN VIEW,18,Anesth upper gi visualize,,28,no,14,
JEFFREY L. SWISHER,SAN FRANCISCO,25,Anesth upper gi visualize,,40,no,10,
DEBORAH LEW,MOUNTAIN VIEW,,Anesth upper gi visualize,,18,no,12,
NATALIA CAREY,MOUNTAIN VIEW,,Anesth upper gi visualize,,21,no,13,
JOEL D. REIMNITZ,SAN JOSE,30,Anesth upper gi visualize,,11,no,5,
SARA C. HERMAN,MOUNTAIN VIEW,,Anesth upper gi visualize,,15,no,12,
KURT D. DITTMAR,WALNUT CREEK,15,Anesth upper gi visualize,,12,no,4,
EUGENE ELLIS,SAN RAMON,,Anesth upper gi visualize,,34,no,13,
CHIKA P. UDOH-ESOMONU,DALY CITY,8,Anesth upper gi visualize,,38,no,6,
RICHARD W. CLARK,SAN JOSE,37,Anesth upper gi visualize,,15,no,5,
MATTHEW J. HAIGHT,SANTA ROSA,13,Anesth upper gi visualize,,16,no,3,
TINA T. CHIU,SAN FRANCISCO,13,Anesth upper gi visualize,,17,no,7,
RICARDO A. CARRANZA,SAN JOSE,,Anesth upper gi visualize,,12,no,3,
DARIN V. ALLRED,SAN RAMON,10,Anesth upper gi visualize,,40,no,10,
SUSAN S. WONG,SAN FRANCISCO,17,Anesth upper gi visualize,,21,no,13,
RONALDO S. MEMIJE,SAN FRANCISCO,,Anesth upper gi visualize,,16,no,12,
SAM S. SHAY,SAN FRANCISCO,35,Anesth upper gi visualize,,50,no,10,
STEVEN NALEWAY,SAN JOSE,,Anesth upper gi visualize,624,13,no,-1,
JEFFREY D. WHITE,SAN FRANCISCO,,Anesth upper gi visualize,,61,no,11,
TIMOTHY J. MURPHY,SAN FRANCISCO,17,Anesth upper gi visualize,,44,no,10,
MARTHA E. PADUCH,SAN FRANCISCO,16,Anesth upper gi visualize,,44,no,6,
JAMES D. GLASS,WALNUT CREEK,17,Anesth upper gi visualize,,21,no,6,
SARAH L. BOWMAN,MOUNTAIN VIEW,,Anesth upper gi visualize,,21,no,10,
CRAIG D. BERLINBERG,SAN JOSE,,Anesth upper gi visualize,,14,no,5,
SCOTT TWETEN,GREENBRAE,26,Anesth upper gi visualize,,117,no,15,
ANDREW D. LUND,MOUNTAIN VIEW,,Anesth upper gi visualize,,15,no,12,
RICHARD J. BASS,MOUNTAIN VIEW,,Anesth upper gi visualize,,11,no,11,
MIN U. YOON,SAN FRANCISCO,21,Anesth upper gi visualize,,72,no,11,
ALAN BUSCHMAN,SAN FRANCISCO,32,Anesth upper gi visualize,,13,no,6,
RICHARD STRUNIN,SANTA ROSA,31,Anesth upper gi visualize,,29,no,9,
DEREK J. GEE,SAN FRANCISCO,13,Anesth vascular access,,11,no,5,
DAVID M. LEWIS,FREMONT,27,Anesth vascular access,,14,no,5,
SCOTT A. THOMAS,FREMONT,15,Anesth vascular shunt surg,,12,no,3,
DANIEL MASLUK,NAPA,25,Anesth vascular shunt surg,,16,no,6,
FAISAL A. MUHAMMAD,SAN JOSE,27,Anesth vascular shunt surg,,13,no,5,
PHUONG D. VO,CASTRO VALLEY,11,Anesth vascular shunt surg,,22,no,9,
AMY CHENG,SANTA CLARA,,Anesth vascular shunt surg,,13,no,6,
STEVEN J. MANDELBERG,CASTRO VALLEY,29,Anesth vascular shunt surg,,14,no,7,
RONALD J. HENRICKSON,SAN JOSE,39,Anesth vascular shunt surg,,15,no,6,
NUZHAT S. ZAIDI,SOUTH SAN FRANCISCO,,Anesth vascular shunt surg,,13,no,6,
JEFFREY DO,CASTRO VALLEY,20,Anesth vascular shunt surg,,13,no,8,
RICHARD F. HUGHES,DANVILLE,17,Anesth vascular shunt surg,,18,no,5,
VU T. HUYNH,SAN JOSE,14,Anesth vascular shunt surg,,13,no,6,
